episode,episode_reward,avg_loss,episode_steps,global_step,num_tls,epsilon_end,arrived_vehicles,avg_wait_time,avg_travel_time,avg_stops,avg_queue,decision_cycle_sec,decision_steps,waiting_total,cycle_60_count,cycle_90_count,cycle_120_count,cycle_60_pct,cycle_90_pct,cycle_120_pct,cycle_entropy,phase_name,phase_episode
213,-1191.4207539682538,12.985060691833496,25,40221,9,0.1510800000000001,3894,182.67103235747302,404.274011299435,11.358757062146893,990.0364130434782,60.0,70,51481.75,22,3,0,59.718069201196066,20.375907731738575,19.906023067065355,1.3753556812399992,phase3_baseline,138
214,-1202.5984126984126,12.835901222229005,25,40446,9,0.14633000000000007,3929,179.91880885721557,407.5795367778061,11.526851616187326,1059.3260869565217,60.0,70,43641.0,23,1,1,59.89804587935429,20.28462192013594,19.81733220050977,1.3725241266095527,phase3_baseline,139
215,-1232.0960012210012,13.075669328371683,24,40662,9,0.14177000000000006,3788,178.85110876451952,419.01583949313624,12.623812038014783,1314.156989247312,60.0,70,57459.5,21,0,3,60.04648214663004,20.1774772871329,19.77604056623706,1.3701841245389934,phase3_baseline,140
216,-1067.360467032967,12.843760371208191,24,40878,9,0.13721000000000005,3575,184.98405594405594,418.46293706293704,12.449510489510489,902.7883333333333,60.0,70,46347.25,21,2,1,60.19335855401429,20.11349306431274,19.693148381672973,1.3678426715292509,phase3_baseline,141
217,-1092.1630555555557,12.81922649383545,25,41103,9,0.13246000000000002,4104,196.67909356725147,432.21320662768034,13.376949317738791,1129.2215469613259,60.0,70,41274.25,23,2,0,60.367892976588635,20.045986622073578,19.58612040133779,1.3650404151786244,phase3_baseline,142
218,-1104.5522435897435,12.909305771191915,24,41319,9,0.1279,4131,177.80440571290245,401.2662793512467,11.178891309610265,1063.1825396825398,90.0,100,77968.75,20,1,3,60.46995217300895,19.98336452484924,19.54668330214182,1.3634007623140794,phase3_baseline,143
219,-1095.3493498168498,12.812460250854492,25,41544,9,0.12314999999999998,4025,190.72596273291924,418.84745341614905,13.104347826086956,1157.5277173913043,60.0,70,52446.0,23,1,1,60.641158221303,19.89658738366081,19.462254395036194,1.3606301223533102,phase3_baseline,144
220,-1447.3013736263733,13.221237182617188,24,41760,9,0.11859000000000008,3728,202.8417381974249,411.6295600858369,10.274678111587983,1567.9133333333334,60.0,70,65175.25,22,0,2,60.802469135802475,19.79423868312757,19.403292181069958,1.358009642110394,phase3_baseline,145
221,-1178.31152014652,13.141199032465616,24,41976,9,0.11403000000000008,3657,180.91441071916873,401.54252119223406,10.63111840306262,1029.2111111111112,90.0,100,88254.75,19,3,2,60.880245649948826,19.77482088024565,19.34493346980553,1.3567314846373808,phase3_baseline,146
222,-983.9937393162393,12.997945666313171,24,42192,9,0.10947000000000007,3319,153.18830973184694,354.42060861705335,9.64477252184393,923.4461111111111,60.0,70,49259.75,21,2,1,61.01832993890021,19.71486761710794,19.266802443991853,1.354460706227861,phase3_baseline,147
223,-1311.1036416361414,12.91275909423828,25,42417,9,0.10472000000000004,4050,174.6501234567901,382.52814814814815,10.748888888888889,983.5951086956521,60.0,70,51897.75,23,1,1,61.18314424635333,19.63128038897893,19.18557536466775,1.351739118560409,phase3_baseline,148
224,-1489.3,13.081327071556679,26,42651,9,0.09978000000000009,3759,163.77999467943602,367.8366586858207,9.468475658419793,1419.5307692307692,60.0,70,63195.0,26,0,0,61.3943179528511,19.52448116058835,19.08120088656055,1.3482277766363313,phase3_baseline,149
225,-1249.877909035409,12.954972229003907,25,42876,9,0.09503000000000006,3750,189.84,406.4325333333333,11.292,1253.8896739130435,60.0,70,64918.0,23,1,1,61.55542192824214,19.442774103026657,19.00180396873121,1.3455308071993022,phase3_baseline,150
226,-1034.867612942613,12.558793487548828,25,43101,9,0.09028000000000003,4638,160.6739974126779,393.01573954290643,11.449331608451919,1033.3580110497237,60.0,70,47647.25,24,0,1,61.73479561316052,19.3419740777667,18.923230309072782,1.342512551226685,phase4_high,1
227,-1331.8537576312576,12.876310768127441,25,43326,9,0.08553,4229,182.3970205722393,424.77630645542683,12.56230787420194,1434.309239130435,60.0,70,56436.5,23,1,1,61.89248165046618,19.262051180321365,18.84546716921246,1.3398401851910313,phase4_high,2
228,-1452.3634523809521,12.983142339266264,26,43560,9,0.08059000000000005,4250,193.62870588235293,426.9364705882353,12.074588235294117,1270.4367567567567,60.0,70,50990.0,25,1,0,62.07576953433307,19.179163378058405,18.745067087608525,1.336711588679096,phase4_high,3
229,-959.3909035409038,12.766781131426493,24,43776,9,0.07603000000000004,4450,169.02921348314607,394.88112359550564,11.487640449438203,1103.8022222222223,60.0,70,37071.0,22,0,2,62.22265855095229,19.08501865305321,18.6923227959945,1.3341982316400665,phase4_high,4
230,-1459.2543650793652,12.837348424471342,26,44010,9,0.07108999999999999,3973,207.23105965265543,455.9899320412786,13.645607853007803,1781.7576923076922,60.0,70,58270.75,26,0,0,62.42187500000001,18.984375,18.59375,1.3307598380959962,phase4_high,5
231,-1200.4317155067156,12.81053424835205,25,44235,9,0.06634000000000007,4358,182.59040844424047,431.11106011932077,12.477512620468104,1546.0602209944752,60.0,70,47513.0,24,0,1,62.59230470268169,18.888457054022542,18.519238243295764,1.3278017907992798,phase4_high,6
232,-1468.254484126984,12.861203413743238,26,44469,9,0.06140000000000001,3505,182.7286733238231,431.5774607703281,12.621683309557774,1132.9978378378378,60.0,70,67422.75,25,1,0,62.76821960177846,18.80920162381597,18.42257877440557,1.3247239965942201,phase4_high,7
233,-1125.6752136752136,12.983819541931153,25,44694,9,0.05665000000000009,3951,169.58238420652998,392.1278157428499,11.438876233864844,813.7149171270718,60.0,70,41455.0,24,0,1,62.93517984227736,18.715137526447393,18.349682631275247,1.3217907076757707,phase4_high,8
234,-1449.057905982906,13.03305923461914,25,44919,9,0.05190000000000006,3896,194.0572381930185,427.0115503080082,12.229209445585216,1212.3414364640885,60.0,70,59092.5,24,0,1,63.100478468899524,18.62200956937799,18.277511961722485,1.3188694814133377,phase4_high,9
235,-1461.8173382173381,13.213103179931641,25,45144,9,0.05,3644,230.43029637760702,456.1234906695939,13.400933040614708,1301.1239130434783,60.0,70,62762.5,23,1,1,63.24509617215769,18.54884783850695,18.206055989335365,1.3162975486172712,phase4_high,10
236,-1476.1335744810744,12.944631099700928,24,45360,9,0.05,3572,184.40173572228443,426.2329227323628,11.871220604703247,1654.795,60.0,70,54745.0,21,2,1,63.36239575435937,18.498862774829416,18.13874147081122,1.314199333469611,phase4_high,11
237,-1468.9190476190477,13.250125591571514,26,45594,9,0.05,4095,195.08424908424908,424.98168498168496,12.586813186813187,1421.15,60.0,70,46135.0,26,0,0,63.548934565340375,18.40467659815199,18.04638883650764,1.3108490357095226,phase4_high,12
238,-917.7837606837608,12.784348907470703,25,45819,9,0.05,4208,169.93963878326997,404.5743821292776,12.443678707224334,1085.8541436464088,60.0,70,42663.75,24,0,1,63.708012760367794,18.314880840683053,17.977106398949147,1.3079774361255632,phase4_high,13
239,-1559.768888888889,12.89455065360436,26,46053,9,0.05,3754,178.75093233883857,387.47336174746937,10.619872136387853,1490.095135135135,60.0,70,67078.75,25,1,0,63.872292755787896,18.241224794622855,17.886482449589245,1.30499009729157,phase4_high,14
240,-1004.4250000000001,12.818410946772648,26,46287,9,0.05,4296,199.6054469273743,448.7916666666667,15.06913407821229,1113.3725274725275,60.0,70,36900.0,26,0,0,64.05350176481515,18.14973063347576,17.796767601709085,1.301678169683636,phase4_high,15
241,-1716.071468253968,12.798977661132813,25,46512,9,0.05,3642,215.6232839099396,450.9511257550796,13.473366282262493,1519.811049723757,90.0,100,116376.5,23,2,0,64.1708264004437,18.11795156221113,17.711222037345166,1.2995144888658272,phase4_high,16
242,-1355.0750000000003,13.028888152195858,26,46746,9,0.05,4396,182.87261146496814,435.14649681528664,12.924476797088262,1368.484065934066,60.0,70,56205.0,26,0,0,64.34878587196468,18.027961736571008,17.623252391464312,1.2962288636489732,phase4_high,17
243,-1466.7264041514045,12.652290095453678,23,46953,9,0.05,4129,210.09663356744974,438.7648341002664,12.158876241220634,1695.301081081081,60.0,70,55038.5,19,0,4,64.43223443223444,17.94871794871795,17.61904761904762,1.294692336764054,phase4_high,18
244,-1435.4543650793653,13.115784608400785,26,47187,9,0.05,4048,192.4812252964427,435.0279150197629,13.622776679841897,1259.3115384615385,60.0,70,66315.5,26,0,0,64.60725350829233,17.86039730271551,17.532349188992164,1.2914323205939688,phase4_high,19
245,-1567.3107142857143,12.799343549288237,26,47421,9,0.05,3712,190.89224137931035,443.7852909482759,13.870150862068966,1656.9626373626375,60.0,70,62904.0,26,0,0,64.78055857816467,17.772941603191875,17.446499818643453,1.2881851872981291,phase4_high,20
246,-1065.370198412698,12.896485805511475,26,47655,9,0.05,3803,173.54220352353406,401.70391795950565,11.423349986852484,828.8108108108108,60.0,70,36666.0,25,1,0,64.93412741382421,17.704385489983757,17.361487096192025,1.2852895159572153,phase4_high,21
247,-1448.225396825397,12.875572754786564,26,47889,9,0.05,4137,201.68987188784143,453.1527677060672,14.380710659898478,1454.5104395604396,60.0,70,61770.75,26,0,0,65.10416666666666,17.618534482758623,17.277298850574713,1.2820685793894309,phase4_high,22
248,-1205.177261904762,13.222724547752968,26,48123,9,0.05,4682,187.2054677488253,436.9581375480564,13.583297736010252,1235.0637837837837,60.0,70,44411.25,25,1,0,65.25469168900804,17.551385165326185,17.193923145665774,1.2791994058486407,phase4_high,23
249,-1129.158608058608,12.944007263183593,25,48348,9,0.05,3958,156.57074279939363,381.7415361293583,11.28322385042951,805.9077348066298,60.0,70,47981.5,24,0,1,65.3976160825476,17.470201031844866,17.132182885607545,1.2764668090058435,phase4_high,24
250,-1649.418253968254,13.22686320084792,26,48582,9,0.05,3866,187.35411277806517,437.81427832384895,13.138903259182618,1466.7269230769232,60.0,70,68094.75,26,0,0,65.56303116147308,17.386685552407933,17.05028328611898,1.2732849264425994,phase4_high,25
251,-1575.9171367521367,12.99740520477295,25,48807,9,0.05,3337,201.06532813904704,423.4989511537309,11.492358405753672,1428.924456521739,60.0,70,76405.5,23,1,1,65.68558336270709,17.32463870285513,16.989777934437786,1.2709163188210812,phase4_high,26
252,-1256.8089133089134,13.092760761578878,24,49023,9,0.05,4304,192.7864776951673,441.39846654275095,13.503717472118959,1617.6044444444444,60.0,70,47816.0,22,0,2,65.80101772240744,17.248640112300404,16.950342165292156,1.2686811668304632,phase4_high,27
253,-1020.8752838827838,13.053096254666647,24,49239,9,0.05,4319,176.82333873581848,397.01667052558463,10.990275526742302,1184.3874316939891,60.0,70,43934.25,21,1,2,65.89797344514325,17.19077568134172,16.911250873515023,1.266795422379693,phase4_high,28
254,-1483.6115873015872,13.081633824568529,26,49473,9,0.05,4185,195.9763440860215,434.9639187574671,13.2,1472.6583783783783,60.0,70,62627.5,25,1,0,66.04068857589984,17.127456094592244,16.83185532950791,1.2640033641736605,phase4_high,29
255,-1365.4944047619051,12.990609127542246,23,49680,9,0.05,4154,199.02022147327878,420.9530572941743,12.051516610495907,1703.852197802198,90.0,100,86770.75,16,7,0,66.04329004329004,17.194805194805195,16.761904761904763,1.263931134698603,phase4_high,30
256,-1335.3081868131871,12.760241088867188,25,49905,9,0.05,4367,193.6819326768949,427.8921456377376,11.749026791847951,1273.4570652173913,60.0,70,52256.25,23,1,1,66.1610067229788,17.13497672815032,16.704016548870886,1.2616199819710796,phase4_high,31
257,-1397.15173992674,12.82939121246338,25,50130,9,0.05,3818,164.6702462022001,385.7134625458355,10.194604504976427,1397.1950276243094,60.0,70,51621.25,24,0,1,66.29483439162519,17.058520679594988,16.646644928779818,1.2589847087200492,phase4_high,32
258,-1350.5336111111112,12.908736925858717,26,50364,9,0.05,4182,200.28240076518412,445.57651841224293,13.45767575322812,1031.4870270270271,60.0,70,42256.5,25,1,0,66.433208062863,16.996925179364535,16.569866757772463,1.2562414738840242,phase4_high,33
259,-1267.1170634920632,13.034910128666805,26,50598,9,0.05,4307,159.8725330856745,392.19642442535405,11.352217320640817,1196.332967032967,60.0,70,56001.5,26,0,0,66.58731508246896,16.918891345009353,16.49379357252168,1.2531751417553376,phase4_high,34
260,-1642.5555555555554,12.933888765481802,26,50832,9,0.05,3739,197.5469376838727,416.26905589729876,11.3276277079433,1567.1884615384615,60.0,70,64381.0,26,0,0,66.74001354096141,16.841570751523356,16.418415707515233,1.250121647067052,phase4_high,35
261,-1127.8057936507937,12.766722297668457,25,51057,9,0.05,3773,179.41134375828253,420.2544394381129,11.587861118473363,913.1566844919786,120.0,130,94640.0,22,2,1,66.81833501853724,16.801482979440514,16.380182002022245,1.248549740480185,phase4_high,36
262,-1630.5813492063492,13.326165199279785,26,51291,9,0.05,4218,194.17496443812234,431.5981507823613,12.00403034613561,1641.9582417582417,60.0,70,58894.0,26,0,0,66.96862942459319,16.7253816473746,16.305988928032207,1.2455218567418105,phase4_high,37
263,-1488.9325793650794,13.022749130542461,26,51525,9,0.05,3638,192.22649807586586,422.566794942276,12.821330401319406,1219.0524324324324,60.0,70,62592.0,25,1,0,67.10086840347361,16.666666666666664,16.23246492985972,1.2428424614622624,phase4_high,38
264,-1445.7805555555556,12.886557212242714,26,51759,9,0.05,4139,196.45808166223725,425.03430780381734,13.02101956994443,1264.5857142857142,60.0,70,63299.75,26,0,0,67.24854530340815,16.59185369908562,16.159600997506235,1.2398402115015028,phase4_high,39
265,-1687.2688339438341,13.350412483215331,25,51984,9,0.05,3934,201.98601931875953,437.16903914590745,12.075749872902898,1792.6082872928177,60.0,70,65808.5,24,0,1,67.37295149809634,16.520443635159744,16.10660486674392,1.2373030984168607,phase4_high,40
266,-1604.911749084249,13.262001152038573,25,52209,9,0.05,3756,191.04233226837061,405.28647497337596,11.257188498402556,1491.3559782608695,90.0,100,89897.25,23,1,1,67.46332619086863,16.482610845557936,16.05406296357343,1.2354484069795402,phase4_high,41
267,-1342.7170634920635,13.138769773336557,26,52443,9,0.05,4190,162.2797136038186,392.6794749403341,11.84964200477327,1199.6994505494506,60.0,70,62183.5,26,0,0,67.60748276993765,16.40958319658681,15.982934033475548,1.2324836070263148,phase4_high,42
268,-1438.6,13.251482816842886,26,52677,9,0.05,3971,191.3807605137245,425.28859229413246,12.745152354570637,1369.4807692307693,60.0,70,59250.25,26,0,0,67.75036758699558,16.337199803953602,15.912432609050809,1.22953145346915,phase4_high,43
269,-1263.5924206349207,13.036294937133789,26,52911,9,0.05,4361,182.52419169915157,408.2082091263472,12.49805090575556,1189.2091891891891,60.0,70,46990.75,25,1,0,67.87573194534808,16.281717631750162,15.842550422901757,1.2269270818106186,phase4_high,44
270,-1962.725,13.008579364189735,26,53145,9,0.05,3300,183.09242424242424,402.7121212121212,9.807575757575757,1775.5868131868133,60.0,70,87683.25,26,0,0,68.0161943319838,16.210526315789473,15.773279352226721,1.2240001998391323,phase4_high,45
271,-1486.7539682539682,12.985569953918457,26,53379,9,0.05,4182,201.1922525107604,455.0255858440937,13.746532759445241,1505.4027472527473,60.0,70,49651.75,26,0,0,68.15543373105449,16.13995485327314,15.704611415672364,1.2210858879405502,phase4_high,46
272,-979.7355921855922,13.209795570373535,25,53604,9,0.05,4190,165.20238663484486,397.1045346062053,11.93890214797136,946.3756906077348,60.0,70,43423.5,24,0,1,68.2723185613359,16.072575465639048,15.65510597302505,1.2186326636027789,phase4_high,47
273,-1183.6511904761903,13.21046363390409,26,53838,9,0.05,4440,159.96554054054053,390.40788288288286,11.467117117117118,1115.3642857142856,60.0,70,50029.25,26,0,0,68.40927258193446,16.003197442046364,15.587529976019185,1.2157429364615293,phase4_high,48
274,-861.9722832722831,13.317941970825196,25,54063,9,0.05,4234,170.55597543693906,397.52550779404817,11.57203589985829,984.4088397790056,60.0,70,31914.25,24,0,1,68.52412036299953,15.936952714535902,15.538926922464578,1.213313001540354,phase4_high,49
275,-1203.7055555555555,18.673411406003513,26,54297,9,0.05,4049,190.7547542603112,422.10471721412694,13.115831069399851,796.6774725274726,60.0,70,45754.75,26,0,0,68.65884590995562,15.86873811033608,15.472415979708307,1.2104477136370788,phase4_high,50
276,-1175.2964285714284,30.665275846208846,21,54486,9,0.05,3775,207.58490066225167,439.50490066225166,11.91205298013245,1451.5983333333334,90.0,100,92154.25,10,11,0,68.5781990521327,16.003159557661927,15.418641390205371,1.212122144282262,phase4_high,51
277,-1140.2260805860806,22.921079535233346,19,54657,9,0.05,3873,203.2791117996385,443.72217918925895,11.704621740253033,1036.0058823529412,120.0,130,116447.0,2,16,1,68.39370078740158,16.20472440944882,15.401574803149606,1.215964369863515,phase4_high,52
278,-942.9044444444444,19.855602446056547,21,54846,9,0.05,4450,179.36314606741573,396.91213483146066,10.772584269662921,1190.1972222222223,60.0,70,37568.5,10,11,0,68.33019460138104,16.321406151914626,15.34839924670433,1.2172368839358043,phase4_high,53
279,-1452.539603174603,19.589211610647347,26,55080,9,0.05,4327,204.33348740466838,431.90593944996533,13.05939449965334,1432.8562162162161,60.0,70,62581.0,25,1,0,68.44819503047351,16.268166901078292,15.283638068448195,1.2147371553455588,phase4_high,54
280,-1171.3063492063493,18.610455072843113,26,55314,9,0.05,4205,156.0463733650416,394.9350772889417,11.053983353151011,1389.9082417582417,60.0,70,50584.5,26,0,0,68.58076563958917,16.199813258636787,15.219421101774042,1.2119253077655858,phase4_high,55
281,-1467.5986568986568,19.6433740234375,25,55539,9,0.05,3494,179.88236977676016,382.2990841442473,10.055523755008586,1467.0259668508288,60.0,70,62613.5,24,0,1,68.69187848729077,16.134531928084314,15.173589584624922,1.2095666584816327,phase4_high,56
282,-1038.1134615384615,19.473898468017577,25,55764,9,0.05,3705,167.1570850202429,401.7497975708502,11.36626180836707,653.2276243093922,60.0,70,42984.5,24,0,1,68.8020994133992,16.06977462179685,15.128125964803951,1.2072186426218594,phase4_high,57
283,-1360.5583333333334,19.516438264113205,26,55998,9,0.05,3270,177.25412844036697,413.8159021406728,13.256880733944953,1057.9895604395604,60.0,70,65776.0,26,0,0,68.93159108378171,16.00307455803228,15.06533435818601,1.2044414329769109,phase4_high,58
284,-1408.993888888889,19.31600460639367,26,56232,9,0.05,4258,190.72545796148427,414.6470173790512,12.526303428839832,1336.465945945946,60.0,70,49169.0,25,1,0,69.04470300061237,15.952235150030619,15.00306184935701,1.2019997594348582,phase4_high,59
285,-1369.7688644688642,19.487378349304198,25,56457,9,0.05,4027,201.16190712689348,435.21306183262976,12.931462627265955,1391.9027624309392,60.0,70,57778.75,24,0,1,69.15218054284843,15.88899054589814,14.95882891125343,1.1996848232447967,phase4_high,60
286,-1588.250396825397,19.433668943551872,26,56691,9,0.05,3808,169.71612394957984,405.03308823529414,11.360031512605042,1358.9175824175825,60.0,70,64061.0,26,0,0,69.27866362946091,15.823842065299923,14.897494305239182,1.1969423782704902,phase4_high,61
287,-1037.9253571428571,19.00312414623442,21,56880,9,0.05,3399,167.62106501912328,385.3762871432774,9.667549279199765,975.4431693989071,90.0,100,77006.5,9,12,0,69.18419857726653,15.967912819736643,14.847888602996823,1.198900050023958,phase4_high,62
288,-1376.7318253968253,18.87054878234863,25,57105,9,0.05,4527,200.36580516898607,433.3638170974155,12.751711950519107,1554.05935828877,90.0,100,76344.0,21,4,0,69.22960952811698,15.980702547866727,14.789687924016281,1.1978764876467705,phase4_high,63
289,-1596.5599206349207,19.039713566119854,26,57339,9,0.05,3993,180.0816428750313,397.6306035562234,10.812171299774606,1207.5082417582419,60.0,70,55353.0,26,0,0,69.35435435435436,15.915915915915916,14.72972972972973,1.1951657915186291,phase4_high,64
290,-953.8124542124542,19.435445229212444,24,57555,9,0.05,3822,144.2888540031397,373.0902668759812,9.953427524856096,628.38,120.0,130,83641.75,22,0,2,69.4240837696335,15.856394913986538,14.719521316379955,1.1936715049772346,phase4_high,65
291,-1218.0059523809523,19.113001163189228,26,57789,9,0.05,3901,200.75544732119968,421.96180466547037,11.659830812612151,903.4115384615385,60.0,70,43486.0,26,0,0,69.54707985697259,15.792610250297972,14.66030989272944,1.190982532705421,phase4_high,66
292,-1110.3472222222222,19.182213599865253,26,58023,9,0.05,3655,160.74746922024624,394.09740082079344,11.379480164158688,855.6879120879121,60.0,70,50279.75,26,0,0,69.66909036949103,15.729336696839294,14.601572933669685,1.1883049258669969,phase4_high,67
293,-1102.3592063492065,18.982197205225628,24,58239,9,0.05,3927,182.2330022918258,407.7450980392157,11.53781512605042,894.120218579235,60.0,70,36663.5,19,5,0,69.70727380248374,15.745121230041395,14.547604967474866,1.1874254725255415,phase4_high,68
294,-1149.7767704517703,18.696566123962402,25,58464,9,0.05,3777,170.52581413820494,399.86735504368545,12.209954990733387,836.2453038674033,60.0,70,49664.75,24,0,1,69.80854197349042,15.68483063328424,14.506627393225333,1.1852015216110359,phase4_high,69
295,-1618.7890476190478,19.053438663482666,24,58680,9,0.05,4087,219.07266943968682,460.50770736481525,14.15292390506484,1713.6190476190477,120.0,130,143598.5,20,1,3,69.8459280997799,15.641966250917093,14.51210564930301,1.1844013784626823,phase4_high,70
296,-1062.7726800976802,18.707311477661133,25,58905,9,0.05,4752,161.26494107744108,396.1990740740741,11.186026936026936,1054.1397790055248,60.0,70,41964.25,24,0,1,69.94591434000877,15.582517175851486,14.471568484139747,1.1821955928701275,phase4_high,71
297,-1275.7290476190474,19.038766555786133,25,59130,9,0.05,4350,184.11333333333334,434.93885057471266,13.38528735632184,1190.5591160220995,60.0,70,53987.5,23,2,0,70.03058103975535,15.552643075578857,14.416775884665793,1.1803003301232282,phase4_high,72
298,-1118.3444444444444,18.909259135906513,26,59364,9,0.05,3950,159.62759493670887,379.28506329113924,11.322025316455695,764.8192307692308,60.0,70,43815.0,26,0,0,70.147954743255,15.491731940818102,14.360313315926893,1.1776858371664614,phase4_high,73
299,-1523.5837301587305,18.769693007835976,26,59598,9,0.05,4141,191.77082830234244,423.8321661434436,12.858971262979956,1444.9763736263735,60.0,70,65437.25,26,0,0,70.26441265713046,15.431296055483312,14.304291287386217,1.1750823628749671,phase4_high,74
300,-1487.4198412698415,19.64306486569918,26,59832,9,0.05,4039,186.7719732607081,428.5471651398861,12.948502104481307,1323.565934065934,60.0,70,63644.25,26,0,0,70.37996545768567,15.3713298791019,14.248704663212436,1.1724898669235138,phase4_high,75
