episode,episode_reward,avg_loss,episode_steps,global_step,num_tls,epsilon_end,arrived_vehicles,avg_wait_time,avg_travel_time,avg_stops,avg_queue,decision_cycle_sec,decision_steps,waiting_total,cycle_60_count,cycle_90_count,cycle_120_count,cycle_60_pct,cycle_90_pct,cycle_120_pct,cycle_entropy,phase_name,phase_episode
106,-768.7406684981684,8.027491067585192,19,18648,9,0.60651,4045,187.58887515451175,401.2380716934487,10.084548825710755,1039.8320441988951,120.0,130,83784.25,9,4,6,44.67401285583104,28.46648301193756,26.859504132231404,1.544722843557381,phase3_baseline,31
107,-1063.2263858363858,7.862097467694964,21,18837,9,0.60252,3891,191.6147519917759,391.5420200462606,9.353893600616807,1193.1377049180328,120.0,130,90151.75,13,4,4,44.81818181818182,28.363636363636363,26.81818181818182,1.543744361891252,phase3_baseline,32
108,-1001.6246031746033,7.799295266469319,21,19026,9,0.59853,4651,212.3242313480972,433.89228122984304,12.330896581380347,1282.6666666666667,60.0,70,34174.5,13,4,4,45.004500450045,28.26282628262826,26.732673267326735,1.542435327886984,phase3_baseline,33
109,-1054.0511507936508,7.812687714894612,21,19215,9,0.5945400000000001,3986,177.98093326643252,406.47491219267437,10.836176618163572,1285.4483333333333,90.0,100,83352.5,14,3,4,45.18716577540107,28.16399286987522,26.648841354723707,1.5411322912060372,phase3_baseline,34
110,-1116.172380952381,7.807342508564824,23,19422,9,0.5901700000000001,3643,161.30277244029645,362.0807027175405,9.210815262146582,1251.7016216216216,120.0,130,130817.5,17,4,2,45.45855379188713,28.04232804232804,26.499118165784836,1.539140201099728,phase3_baseline,35
111,-926.1253815628816,7.891353390433571,22,19620,9,0.58599,3983,178.1343208636706,408.81395932714037,11.982425307557119,1172.7577540106952,120.0,130,106648.25,15,3,4,45.656918376254914,27.89175032736796,26.451331296377127,1.5377059843417602,phase3_baseline,36
112,-1067.0690811965812,7.8931497443806045,22,19818,9,0.58181,4150,217.01807228915663,477.93180722891566,14.10289156626506,1277.7605263157895,120.0,130,94026.5,15,2,5,45.85133967156439,27.7009507346586,26.44770959377701,1.536305484275562,phase3_baseline,37
113,-1001.768785103785,7.656878839839589,22,20016,9,0.5776300000000001,3920,182.76020408163265,395.8668367346939,10.247448979591837,1138.641304347826,120.0,130,91153.25,16,2,4,46.08472400513479,27.513906718014546,26.401369276850662,1.53455949032276,phase3_baseline,38
114,-1070.3994597069598,7.979916663396926,21,20205,9,0.57364,3448,178.71983758700696,392.0959976798144,10.474767981438514,1144.2693989071038,120.0,130,121283.0,13,4,4,46.20601949978805,27.426875794828316,26.36710470538364,1.5336318833817002,phase3_baseline,39
115,-894.7839224664224,7.827165503250925,19,20376,9,0.57003,3951,223.23285244241964,466.98861047835993,13.399645659326753,1251.2526315789473,120.0,130,88394.25,7,5,7,46.111811685582175,27.40647330811265,26.48171500630517,1.5344008611098967,phase3_baseline,40
116,-823.2242582417582,7.693691205978394,20,20556,9,0.56623,3939,185.24295506473723,393.7184564610307,10.095963442498096,1103.5513513513513,90.0,100,50510.25,11,3,6,46.166666666666664,27.333333333333332,26.5,1.5339961927572086,phase3_baseline,41
117,-1030.752084859585,8.019863174075173,21,20745,9,0.5622400000000001,4144,210.02678571428572,451.90250965250965,12.634893822393822,1229.6573770491802,60.0,70,50238.25,12,6,3,46.2840627580512,27.332782824112307,26.383154417836497,1.5330503877222434,phase3_baseline,42
118,-1158.4405128205128,8.135057517460414,21,20934,9,0.55825,4361,204.39371703737675,419.0800275166246,11.142857142857142,1327.3598958333334,120.0,130,114522.25,10,7,4,46.27659574468085,27.373158756137478,26.350245499181668,1.5330896047788616,phase3_baseline,43
119,-1005.2293681318683,7.948855530131947,22,21132,9,0.5540700000000001,3739,196.97325488098423,414.52179727199785,11.695640545600428,1087.550276243094,60.0,70,41511.25,17,1,4,46.57478719092015,27.15849209566275,26.266720713417108,1.5307569313861138,phase3_baseline,44
120,-907.2884096459097,7.953730535507202,20,21312,9,0.55027,4126,206.30368395540475,434.014057198255,12.446921958313137,1060.939010989011,90.0,100,65316.0,11,4,5,46.62379421221865,27.13022508038585,26.2459807073955,1.5303648931107376,phase3_baseline,45
121,-848.7010805860806,7.9723816419902604,19,21483,9,0.54666,4378,185.66034719049793,389.98104157149385,9.978072179077204,1170.2088397790055,120.0,130,87200.25,10,2,7,46.65071770334928,26.993620414673046,26.35566188197767,1.530198624848429,phase3_baseline,46
122,-696.1423473748474,7.983652977716355,21,21672,9,0.54267,3789,153.6392187912378,364.1554499868039,10.034309844286092,583.4704918032787,60.0,70,26734.75,14,2,5,46.837944664031625,26.83794466403162,26.324110671936758,1.5286978171004095,phase3_baseline,47
123,-1038.4707478632477,7.875311721454967,22,21870,9,0.53849,3429,198.9915427238262,425.3108778069408,12.440944881889763,1307.5951871657753,120.0,130,110568.0,15,3,4,47.00352526439483,26.71367019193106,26.28280454367411,1.527347173836862,phase3_baseline,48
124,-673.6192582417582,8.012976906516336,22,22068,9,0.5343100000000001,4307,188.79359182725796,429.71929417227767,13.434409101462736,929.9267379679144,120.0,130,62087.5,15,3,4,47.16614906832298,26.5916149068323,26.242236024844722,1.5260034278344425,phase3_baseline,49
125,-748.0530647130648,7.789234356446699,22,22266,9,0.53013,4232,155.09640831758034,364.3962665406427,9.55694706994329,931.4082872928177,120.0,130,61700.5,17,1,4,47.402847248941896,26.39476721816083,26.202385532897267,1.524019321486095,phase3_baseline,50
126,-1127.5581593406594,8.007427970568338,24,22482,9,0.5255700000000001,3916,177.64198161389172,387.38687436159347,11.192543411644536,1123.512568306011,120.0,130,102826.0,21,1,2,47.7515243902439,26.181402439024392,26.067073170731707,1.5210237093245318,phase3_baseline,51
127,-813.5397374847375,7.984580538489602,22,22680,9,0.52139,4111,175.63780102164924,393.5993675504743,11.183653612259791,806.3157608695652,60.0,70,30416.75,16,2,4,47.97884397431054,26.029467321496035,25.99168870419343,1.5190323386053717,phase3_baseline,52
128,-1041.7697283272282,7.894593173807317,22,22878,9,0.5172100000000001,4379,207.06668189084266,449.43229047727795,12.944279515871203,1278.4070652173914,60.0,70,46813.75,16,2,4,48.20224719101124,25.880149812734082,25.91760299625468,1.517044598116885,phase3_baseline,53
129,-786.8348290598291,8.198109172639393,21,23067,9,0.51322,4255,179.993419506463,401.18542890716805,10.978143360752057,836.1972677595628,90.0,100,48458.5,13,4,4,48.29123328380386,25.854383358098072,25.854383358098072,1.516245002741078,phase3_baseline,54
130,-663.3237881562882,7.879903793334961,23,23274,9,0.50885,3971,165.13094938302694,392.0752958952405,10.732561067741123,573.3135135135135,60.0,70,26412.0,17,4,2,48.52724594992636,25.773195876288657,25.699558173784975,1.514100847647685,phase3_baseline,55
131,-980.7428083028083,7.938800551674583,22,23472,9,0.5046700000000001,4260,203.4793427230047,432.9899061032864,11.57793427230047,1186.6716577540108,90.0,100,61531.5,15,3,4,48.66739686016794,25.702811244979916,25.629791894852133,1.512812824915652,phase3_baseline,56
132,-999.7212393162392,7.8096744386773365,19,23643,9,0.5010600000000001,4020,162.38781094527363,365.8355721393035,8.079850746268656,1365.4684782608695,120.0,130,114945.25,9,3,7,48.64081188836535,25.62522653135194,25.73396158028271,1.5130571100958454,phase3_baseline,57
133,-1132.0744566544568,7.826304889860607,21,23832,9,0.49707,4154,203.0036109773712,423.74554646124216,11.986759749638903,1301.1322222222223,90.0,100,76573.5,14,3,4,48.75943905070119,25.5663430420712,25.674217907227614,1.5119598666321727,phase3_baseline,58
134,-1030.56173992674,7.841647329784575,21,24021,9,0.4930800000000001,4179,194.1170136396267,421.7020818377602,11.589614740368509,1065.8774193548388,90.0,100,68996.5,11,7,3,48.769175882982516,25.651088119871567,25.579735997145914,1.5118703643401625,phase3_baseline,59
135,-869.7013644688645,7.953806423005604,21,24210,9,0.48909,3846,176.80135205408217,390.6053042121685,10.755330213208529,678.2516129032258,60.0,70,38692.5,12,5,4,48.849557522123895,25.628318584070797,25.52212389380531,1.5111209141547595,phase3_baseline,60
136,-888.908775946276,8.046279304905942,19,24381,9,0.48548,4148,187.90091610414657,402.1887656702025,10.074975891996143,1180.143093922652,90.0,100,56481.5,9,4,6,48.82249560632689,25.62390158172232,25.553602811950793,1.5113742462610669,phase3_baseline,61
137,-1050.1937332112332,8.10316857047703,23,24588,9,0.48111000000000004,4321,185.51909280259198,422.90465170099515,12.203887988891461,1045.755135135135,60.0,70,43246.25,18,2,3,49.07633321714883,25.47926106657372,25.444405716277448,1.5089903116976524,phase3_baseline,62
138,-898.5758394383395,8.05908961918043,23,24795,9,0.47674000000000005,4161,162.5861571737563,392.02138908916123,11.268204758471521,977.75,90.0,100,59930.5,18,3,2,49.29139301762876,25.40615278257864,25.3024541997926,1.5069396529452086,phase3_baseline,63
139,-807.0361111111112,7.992981501988003,21,24984,9,0.47275,3687,168.18931380526172,380.6129644697586,9.862218605912666,675.3622222222223,60.0,70,34014.25,14,3,4,49.43396226415094,25.31732418524871,25.248713550600343,1.5055672563203304,phase3_baseline,64
140,-1010.5815476190475,7.990705490112305,20,25164,9,0.46895,4190,186.36873508353221,407.63174224343675,11.209546539379476,1051.7562162162162,60.0,70,49421.5,8,9,3,49.38692098092643,25.442779291553137,25.170299727520433,1.5060117538936568,phase3_baseline,65
141,-982.3913797313799,8.075160481713034,22,25362,9,0.46477,4178,167.3410722833892,368.69889899473435,8.947821924365725,1087.4527173913043,60.0,70,37041.5,15,4,3,49.54376478540048,25.380196012166273,25.076039202433254,1.5044890657866816,phase3_baseline,66
142,-897.5052289377288,7.915788491566976,21,25551,9,0.4607800000000001,4032,190.5922619047619,404.09598214285717,11.26860119047619,1090.8522222222223,60.0,70,41527.5,14,3,4,49.681314994968126,25.293525662529355,25.02515934250252,1.5031472211895038,phase3_baseline,67
143,-829.086926129426,8.000482678413391,24,25767,9,0.45621999999999996,4378,177.9947464595706,418.15486523526727,12.474874371859297,1072.3994623655915,60.0,70,38021.25,20,2,2,49.966733200266134,25.149700598802394,24.88356620093147,1.5003221371720135,phase3_baseline,68
144,-1089.7971672771673,8.135361339734947,23,25974,9,0.4518500000000001,3956,182.6200707785642,405.94034378159756,11.025278058645096,1094.9891891891891,60.0,70,52547.5,16,6,1,50.132013201320134,25.14851485148515,24.71947194719472,1.4986482120256002,phase3_baseline,69
145,-790.559304029304,7.7360943385532925,21,26163,9,0.4478599999999999,3746,171.34837159636947,383.87079551521623,10.424719701014416,821.5524590163934,60.0,70,44035.25,13,4,4,50.22935779816514,25.09829619921363,24.672346002621232,1.497664947094889,phase3_baseline,70
146,-765.8049053724053,7.907919812202453,20,26343,9,0.44406,4176,170.091714559387,385.10129310344826,10.255986590038313,847.5859459459459,120.0,130,77008.75,10,5,5,50.211519687601694,25.089489098600716,24.69899121379759,1.4978498005407417,phase3_baseline,71
147,-982.6031593406593,8.064192403446544,22,26541,9,0.43988000000000005,3930,173.1882951653944,377.20330788804074,9.86997455470738,1104.8552486187846,120.0,130,101256.5,15,5,2,50.32299741602068,25.064599483204137,24.612403100775193,1.4967102304508693,phase3_baseline,72
148,-973.7870238095237,7.643620408099631,23,26748,9,0.43551000000000006,4278,203.32374941561477,449.13534361851333,14.237026647966339,1373.0274725274726,60.0,70,46192.0,16,7,0,50.480769230769226,25.096153846153847,24.423076923076923,1.4950596186674452,phase3_baseline,73
149,-1104.4123107448108,8.086202621459961,22,26946,9,0.43133,4014,216.01245640259094,427.9357249626308,10.425012456402591,1339.8403314917127,60.0,70,36872.25,17,1,4,50.68405981546293,24.94432071269488,24.37161947184219,1.4929764034036959,phase3_baseline,74
150,-1089.6601343101345,8.08829723704945,22,27144,9,0.42715000000000003,3870,191.42713178294574,418.97183462532297,11.524806201550387,955.5391304347826,60.0,70,45880.25,17,0,5,50.884396715097914,24.76310802274163,24.352495262160453,1.4909055755866136,phase3_baseline,75
151,-1072.0333363858363,17.924440724509104,21,27333,9,0.4231600000000001,3632,188.82929515418502,395.08425110132157,8.963381057268723,1108.6918032786884,90.0,100,80045.75,12,6,3,50.90966122961104,24.811794228356337,24.278544542032623,1.4906228284524827,phase3_baseline,76
152,-807.6875915750915,20.359798749287922,24,27549,9,0.4186000000000001,3618,161.74267551133224,382.6467661691542,10.674682144831399,666.0677595628415,60.0,70,32672.75,21,1,2,51.19825708061002,24.649859943977592,24.151882975412388,1.4875664442686591,phase3_baseline,77
153,-838.525393772894,14.407667112350463,20,27729,9,0.41480000000000006,3684,161.41205211726384,358.93702497285557,8.737785016286646,1087.0087912087913,90.0,100,76198.0,7,12,1,51.082251082251084,24.891774891774894,24.025974025974026,1.488728962037574,phase3_baseline,78
154,-947.0891086691087,13.42395798365275,24,27945,9,0.41024000000000005,4380,174.81712328767122,406.3002283105023,11.761872146118721,960.8844086021505,60.0,70,39492.5,20,2,2,51.33476526541884,24.76219699294262,23.90303774163854,1.486028805934829,phase3_baseline,79
155,-1059.0118925518925,13.37088572460672,23,28152,9,0.40587000000000006,4226,190.2754377662092,419.78892569805964,11.707051585423569,1179.9113513513514,60.0,70,44282.25,17,4,2,51.50776728601889,24.70301553457204,23.78921717940908,1.4841420519332074,phase3_baseline,80
156,-706.8519413919413,13.070582675933839,20,28332,9,0.40207000000000004,4013,169.19536506354348,383.2845751308248,10.625716421629704,601.0227027027028,90.0,100,45909.0,10,5,5,51.483050847457626,24.727602905569007,23.789346246973366,1.4844038797415682,phase3_baseline,81
157,-986.3710134310134,13.339776584080287,21,28521,9,0.39808,4332,194.31648199445982,403.8157894736842,10.550554016620499,1175.4645161290323,60.0,70,46311.25,13,3,5,51.56343956704751,24.65423932651834,23.782321106434154,1.4835469749557464,phase3_baseline,82
158,-913.9359401709401,12.686889358188795,23,28728,9,0.39371,3995,161.71214017521902,382.32665832290365,11.2720901126408,871.6821621621622,60.0,70,31166.25,17,4,2,51.731343283582085,24.597014925373134,23.671641791044777,1.4816935049677804,phase3_baseline,83
159,-948.4984981684984,12.86296068538319,22,28926,9,0.38953000000000004,4208,208.8690589353612,440.4039923954373,11.876663498098859,978.0788043478261,90.0,100,58746.0,16,2,4,51.852949896234804,24.51823302697895,23.628817076786245,1.4803610727501098,phase3_baseline,84
160,-1110.2367368742368,12.911972336147143,23,29133,9,0.38516000000000006,3679,166.63413971187822,370.89344930687685,9.302256047839087,1250.6697297297296,60.0,70,59544.0,18,2,3,52.04592287312334,24.403885781571972,23.55019134530468,1.4782230329134052,phase3_baseline,85
161,-1216.1214285714286,12.902177651723227,24,29349,9,0.38060000000000005,3482,178.58960367604826,406.6536473291212,11.77283170591614,1020.6983606557377,90.0,100,86678.25,19,5,0,52.22092343658679,24.40093512565751,23.378141437755698,1.4762091296461333,phase3_baseline,86
162,-1048.0858669108668,12.82418225028298,22,29547,9,0.3764200000000001,3915,191.20715197956577,434.1072796934866,12.450063856960409,1311.4195652173912,60.0,70,51793.75,16,2,4,52.365747460087086,24.296081277213354,23.338171262699564,1.4745880739297657,phase3_baseline,87
163,-1129.9813156288158,13.070810525313668,23,29754,9,0.37205,4352,203.10638786764707,426.19485294117646,12.407169117647058,1214.927027027027,60.0,70,50972.75,18,2,3,52.55116748342462,24.18564427788988,23.2631882386855,1.4724801949423285,phase3_baseline,88
164,-1431.6766452991455,13.23248259226481,24,29970,9,0.3674900000000001,4132,209.99564375605033,442.35333978702806,13.140609874152952,1499.9255555555555,60.0,70,63270.25,21,2,1,52.804808242701775,24.06983400114482,23.125357756153406,1.4695444529864101,phase3_baseline,89
165,-860.6637515262514,12.963981586953867,23,30177,9,0.36312,4001,169.52886778305424,396.9797550612347,10.765808547863035,1080.5345945945946,60.0,70,38893.75,18,2,3,52.98465036952814,23.962478681068788,23.052870949403072,1.4674546701979525,phase3_baseline,90
166,-1026.0975732600732,13.159687042236328,21,30366,9,0.35913000000000006,4118,193.6617289946576,406.1104905293832,10.94026226323458,1249.0131147540983,120.0,130,97746.5,12,6,3,52.99435028248588,23.983050847457626,23.022598870056495,1.4673262976859234,phase3_baseline,91
167,-916.3305952380953,13.052099784215292,24,30582,9,0.35457000000000005,4025,194.72049689440993,438.41689440993787,13.883975155279503,1150.9644444444446,60.0,70,45214.0,20,4,0,53.2117812061711,23.927068723702664,22.861150070126225,1.4647285186839576,phase3_baseline,92
168,-727.5289590964591,13.230493089427119,23,30789,9,0.35019999999999996,3726,165.1100375738057,398.48121309715515,10.845679012345679,622.304945054945,60.0,70,33263.25,19,1,3,53.41320702145445,23.794928949568124,22.791864028977432,1.4623480377408213,phase3_baseline,93
169,-1166.8792002442003,12.974765300750732,24,31005,9,0.34564000000000006,4095,161.08400488400488,363.3655677655678,10.033211233211233,1119.0092896174863,60.0,70,48007.5,21,1,2,53.65246264526841,23.657996679579412,22.689540675152188,1.4594767076355808,phase3_baseline,94
170,-865.4850457875459,12.926284375398055,23,31212,9,0.34126999999999996,4372,165.84949679780422,381.6569075937786,10.021729185727356,912.8808510638298,90.0,100,59552.75,16,5,2,53.73831775700935,23.666849917537107,22.594832325453545,1.4584015074162768,phase3_baseline,95
171,-1310.3904609279605,12.868358294169107,24,31428,9,0.33670999999999995,4199,231.02643486544414,455.7563705644201,13.432960228625863,1343.3930107526883,60.0,70,46151.5,19,4,1,53.91755391755392,23.614523614523613,22.46792246792247,1.456185828994065,phase3_baseline,96
172,-1055.1918467643468,12.967378338178,24,31644,9,0.33215000000000006,4005,165.53533083645442,393.9882646691635,11.520349563046192,1040.25,60.0,70,35389.0,20,2,2,54.12147505422994,23.508676789587852,22.36984815618221,1.4536744625168176,phase3_baseline,97
173,-1049.477909035409,12.868732582439076,22,31842,9,0.32797,3752,191.48267590618337,403.97841151385927,11.239072494669509,1187.063101604278,120.0,130,98660.75,16,1,5,54.217192131500944,23.389921853947722,22.392886014551333,1.4525337563155036,phase3_baseline,98
174,-1073.7356288156288,12.928616523742676,21,32031,9,0.32398000000000005,4081,203.63415829453567,425.76647880421467,10.7485910316099,1122.6634408602151,60.0,70,47670.75,13,3,5,54.27270291990356,23.33244039646397,22.394856683632465,1.4518602938816032,phase3_baseline,99
175,-1131.9226251526252,12.841173132260641,24,32247,9,0.31942000000000004,3810,193.1485564304462,405.78031496062994,11.109448818897638,1194.8655555555556,60.0,70,45457.75,21,2,1,54.497072911122935,23.230441724321448,22.272485364555614,1.4490405731887788,phase3_baseline,100
176,-1097.7583547008549,12.986098040705143,23,32454,9,0.31505000000000005,4207,209.8818635607321,453.85452816734016,13.596149275017828,1222.6159574468086,90.0,100,75387.75,17,3,3,54.600740349021684,23.18878900052882,22.210470650449498,1.4477244117738937,phase3_baseline,101
177,-936.8533363858364,12.889048783675484,23,32661,9,0.31067999999999996,3818,150.78679937139864,364.671817705605,9.160555264536406,729.6653846153846,90.0,100,61326.75,18,3,2,54.72937467157121,23.147661586967946,22.12296374146085,1.4460755242410588,phase3_baseline,102
178,-1088.5659676434675,12.95343249777089,23,32868,9,0.3063100000000001,3679,177.33596085892907,395.0388692579505,9.974993204675183,829.3345945945946,60.0,70,47921.0,18,2,3,54.882506527415146,23.054830287206265,22.06266318537859,1.4441281174701883,phase3_baseline,103
179,-896.9763125763127,12.675340096155802,24,33084,9,0.3017500000000001,4095,167.25006105006105,387.46959706959706,10.816605616605617,833.8,60.0,70,35209.0,22,0,2,55.12321660181583,22.905317769131,21.971465629053178,1.4410409542104707,phase3_baseline,104
180,-844.924768009768,13.237310149452902,22,33282,9,0.2975700000000001,3573,160.95633921074727,369.58382311782816,9.529806884970613,723.9276243093923,120.0,130,78471.0,17,1,4,55.23465703971119,22.795255286230017,21.970087674058796,1.43962275571136,phase3_baseline,105
181,-1020.0029914529914,12.939698855082193,24,33498,9,0.2930100000000001,4134,166.0503144654088,377.47169811320754,10.58659893565554,1030.775,60.0,70,41158.5,22,0,2,55.47015116576992,22.6492441711504,21.880604663079684,1.4365516476356148,phase3_baseline,106
182,-817.1235622710623,13.305325638164174,22,33696,9,0.28883000000000003,3428,156.00350058343057,376.25962660443406,10.365227537922987,577.3182320441989,60.0,70,38248.75,15,5,2,55.55272542027508,22.643912379011716,21.803362200713195,1.4354432435638471,phase3_baseline,107
183,-1110.0178663003662,12.889247230861498,23,33903,9,0.28446000000000005,3897,176.90069284064666,393.0097510905825,10.891454965357967,1196.0923076923077,60.0,70,52460.0,19,1,3,55.72151898734177,22.531645569620252,21.746835443037973,1.433218191354586,phase3_baseline,108
184,-1114.2302014652014,13.042414405129172,22,34101,9,0.28028,3455,164.55021707670042,372.02373371924745,8.772793053545586,889.7900552486187,60.0,70,57275.25,17,1,4,55.852001006795874,22.426378051849987,21.721620941354143,1.431494865341399,phase3_baseline,109
185,-1038.8909798534798,13.226096987724304,24,34317,9,0.2757200000000001,4257,185.31782945736435,424.543105473338,12.80150340615457,1431.8305555555555,60.0,70,45868.25,21,2,1,56.05302651325663,22.336168084042022,21.61080540270135,1.428785574673772,phase3_baseline,110
186,-1134.9857936507935,12.64225142935048,23,34524,9,0.27135,4140,209.42850241545895,418.50048309178743,10.839130434782609,1227.3434554973821,120.0,130,98132.25,17,2,4,56.141223272003984,22.252610641471904,21.606166086524116,1.4276093666179208,phase3_baseline,111
187,-950.172036019536,12.85950144854459,22,34722,9,0.26717,4337,179.1796172469449,391.1157482130505,10.449388978556605,1130.1552486187845,60.0,70,39748.5,15,5,2,56.21755253399259,22.249690976514216,21.532756489493202,1.426556530969771,phase3_baseline,112
188,-1112.7254181929184,13.050129073006767,21,34911,9,0.2631800000000001,3740,176.18823529411765,384.6251336898396,9.389304812834224,1251.7677419354839,90.0,100,85526.5,13,3,5,56.23309564789771,22.22768625522498,21.539218096877306,1.4263515341969613,phase3_baseline,113
189,-1062.5700824175824,12.895583947499594,24,35127,9,0.25862000000000007,3960,175.28484848484848,387.81717171717173,10.811363636363636,1077.0755555555556,60.0,70,50221.25,21,2,1,56.427174975562075,22.14076246334311,21.43206256109482,1.4236929190081948,phase3_baseline,114
190,-699.3715323565324,12.769094240097772,21,35316,9,0.25463,4352,170.41796875,406.9788602941176,11.513327205882353,980.0941798941799,90.0,100,45195.25,13,2,6,56.44141954302382,22.095284394749633,21.463296062226544,1.4235142929663815,phase3_baseline,115
191,-906.3080433455434,13.020662898109073,21,35505,9,0.2506400000000001,3891,176.71626831148805,410.6764327936263,11.569776407093292,1259.9754098360656,90.0,100,61523.75,14,2,5,56.47969052224371,22.05029013539652,21.470019342359766,1.422998431683199,phase3_baseline,116
192,-1249.527735042735,12.960748710632323,25,35730,9,0.24589000000000005,3892,196.27183967112023,429.90775950668035,12.440133607399794,1314.1777173913044,60.0,70,50208.75,23,1,1,56.70350792888035,21.9365689572321,21.359923113887554,1.4199043104481217,phase3_baseline,117
193,-993.4840476190477,12.98822494506836,25,35955,9,0.24114000000000013,3509,148.91279566828157,358.96665716728415,10.128526645768025,923.2804347826087,60.0,70,52465.5,23,1,1,56.924546322827126,21.824259789875835,21.251193887297042,1.4168197156331208,phase3_baseline,118
194,-838.410753968254,12.611520850140115,23,36162,9,0.23677000000000004,4062,158.9603643525357,370.0337272279665,10.139586410635156,798.85,60.0,70,33724.0,18,3,2,57.05128205128205,21.771130104463438,21.17758784425451,1.4150337454852029,phase3_baseline,119
195,-902.0497191697192,12.972632845242819,24,36378,9,0.23221000000000003,4122,162.76297913634158,405.6785540999515,12.199902959728288,1122.7252688172043,60.0,70,42745.25,19,4,1,57.18668869483125,21.73707812131225,21.076233183856502,1.4131051819869764,phase3_baseline,120
196,-1089.2026282051281,12.79951344365659,23,36585,9,0.22784000000000004,4042,177.17219198416626,384.0423057892133,10.219445818901534,916.3612565445026,120.0,130,108226.75,16,4,3,57.24008448720957,21.708519126965502,21.051396385824926,1.4123481282385644,phase3_baseline,121
197,-1125.3338095238096,13.009487549463907,24,36801,9,0.22328000000000003,3867,161.34678044996122,371.2182570468063,9.817946728730282,1007.9594444444444,60.0,70,51797.0,20,4,0,57.39617358842744,21.675221651889874,20.92860475968269,1.4101017441003685,phase3_baseline,122
198,-1088.1951648351649,12.44892156124115,24,37017,9,0.21872000000000003,3925,195.33248407643313,417.1171974522293,12.958726114649682,1075.973888888889,60.0,70,46105.5,21,2,1,57.57364880538158,21.595917420552077,20.830433774066343,1.4075493581948852,phase3_baseline,123
199,-1126.793485958486,12.686181565989619,23,37224,9,0.21435000000000004,3737,159.10971367407012,365.65319775220763,9.13888145571314,1244.934054054054,60.0,70,47449.25,18,2,3,57.693194925028834,21.52249134948097,20.784313725490197,1.405829856880294,phase3_baseline,124
200,-1167.8178876678876,12.691534399986267,24,37440,9,0.20979000000000003,3909,178.27372729598363,383.59810693271936,10.292402148887183,1212.3933333333334,60.0,70,53416.5,21,2,1,57.866972477064216,21.444954128440365,20.68807339449541,1.4033003078238797,phase3_baseline,125
201,-905.9055952380952,13.137328109741212,25,37665,9,0.20504,3492,154.53264604810997,383.75515463917526,10.79782359679267,561.2130434782608,60.0,70,33619.5,22,3,0,58.048335613315096,21.386228910168718,20.56543547651619,1.400628917045542,phase3_baseline,126
202,-922.4010714285716,13.19833925495977,23,37872,9,0.20067000000000002,4314,181.3245248029671,407.4728789986092,11.132359758924432,984.1461538461539,60.0,70,34402.0,19,1,3,58.1859410430839,21.292517006802722,20.521541950113377,1.3986158345740478,phase3_baseline,127
203,-1200.9393437118438,12.927491784095764,24,38088,9,0.19611000000000012,4002,207.53023488255872,432.4647676161919,12.242628685657172,1323.5150537634408,60.0,70,52131.0,20,2,2,58.33145434047351,21.21758737316798,20.45095828635851,1.3964615840668144,phase3_baseline,128
204,-961.9725793650794,12.774510426954789,22,38286,9,0.19193000000000005,4112,167.17436770428014,384.1624513618677,9.714007782101167,1058.3989130434782,60.0,70,42749.5,16,2,4,58.41184387617766,21.152983400628084,20.43517272319426,1.3952780019363789,phase3_baseline,129
205,-1054.266175213675,12.842253436212955,23,38493,9,0.18756000000000006,3946,199.54688291941207,423.43436391282313,11.815762797769894,1029.1521978021979,60.0,70,38053.5,19,1,3,58.54529228023204,21.06202588130299,20.39268183846497,1.3932956253358046,phase3_baseline,130
206,-1128.7462148962147,13.039129257202148,22,38691,9,0.18338,3950,198.49215189873416,429.65772151898733,11.766835443037975,1096.940760869565,60.0,70,46866.5,17,0,5,58.64594894561598,20.95449500554939,20.399556048834626,1.391809002792728,phase3_baseline,131
207,-827.6530067155069,12.87418250242869,24,38907,9,0.1788200000000001,3910,187.11713554987213,421.22046035805624,11.885677749360614,1013.7645161290322,60.0,70,36108.25,20,2,2,58.78587196467991,20.88300220750552,20.33112582781457,1.3896991423929674,phase3_baseline,132
208,-1113.4253418803419,12.73726580359719,22,39105,9,0.17464000000000002,4082,190.3655071043606,408.77462028417443,11.10999510044096,1065.4696132596684,90.0,100,80443.0,17,1,4,58.86228860092246,20.82143641555019,20.316274983527343,1.3885502914760608,phase3_baseline,133
209,-1156.6650793650795,12.7743789599492,26,39339,9,0.16970000000000007,4409,160.1846223633477,370.1746427761397,11.112497164889998,1004.6884615384615,60.0,70,46857.75,26,0,0,59.104803493449786,20.69868995633188,20.19650655021834,1.3848543594275693,phase3_baseline,134
210,-1032.564481074481,12.582749366760254,22,39537,9,0.1655200000000001,4244,196.23963242224318,428.4978793590952,11.970782280867107,1079.1883977900552,60.0,70,43135.25,17,1,4,59.20052139908755,20.61698892026939,20.18248968064306,1.3833969593342998,phase3_baseline,135
211,-1183.1703174603176,12.887598331157978,26,39771,9,0.16057999999999995,3721,183.85434023112066,388.6143509809191,11.26337006181134,1140.1605405405405,60.0,70,47996.0,25,1,0,59.41684665226782,20.518358531317496,20.064794816414686,1.3800547412359845,phase3_baseline,136
212,-796.3458119658119,12.989819717407226,25,39996,9,0.15583000000000014,3902,179.65504869297797,399.06970784213223,12.073552024602767,662.7852631578947,120.0,130,54968.5,22,1,2,59.557560137457045,20.425257731958762,20.017182130584192,1.3778746332328846,phase3_baseline,137
