episode,episode_reward,avg_loss,episode_steps,global_step,num_tls,epsilon_end,arrived_vehicles,avg_wait_time,avg_travel_time,avg_stops,avg_queue,decision_cycle_sec,decision_steps,decision_steps,waiting_total,env_seed,route_file,cycle_60_count,cycle_90_count,cycle_120_count,cycle_60_pct,cycle_90_pct,cycle_120_pct,cycle_entropy,phase_name,phase_episode
99,-5.240836111595309,0.0032714903028681873,25,18963,9,0.09968500000000002,6695,177.82598954443614,688.0289768483943,13.11545929798357,1308.8265193370166,60.0,70,70,50805.25,141,,23,2,0,62.783318223028104,18.495013599274706,18.72166817769719,1.324478175719341,phase2_mixed_moderate,39
100,-5.890602482851128,0.007035264782607555,25,19188,9,0.08899750000000006,6779,148.08629591385161,585.1622658209176,8.614102374981561,946.1869565217391,60.0,70,70,34936.75,142,,23,1,1,63.12724014336918,18.32437275985663,18.548387096774192,1.318407877788787,phase2_mixed_moderate,40
101,-4.098520465701616,0.005103500362915488,26,19422,9,0.07788250000000008,6380,140.63322884012538,571.0807210031348,8.476959247648903,725.4285714285714,60.0,70,70,21856.5,143,,26,0,0,63.567950420540065,18.105356352368304,18.326693227091635,1.310521979276308,phase2_mixed_moderate,41
102,-5.950375157037569,0.005833517158559213,24,19638,9,0.06762250000000003,6277,160.88927831766767,602.7768042058308,9.109925123466624,912.1755555555555,60.0,70,70,31795.75,144,,21,2,1,63.8353765323993,17.99474605954466,18.169877408056042,1.3056813252100077,phase2_mixed_moderate,42
103,-4.974938857873676,0.0028523751489746454,26,19872,9,0.056507500000000044,6803,148.27164486256063,590.3701308246361,9.052623842422461,828.7551351351351,60.0,70,70,29363.5,145,,25,1,0,64.2146257031588,17.827780181739506,17.95759411510169,1.2987375464183073,phase2_mixed_moderate,43
104,-5.23988463782583,0.00534781226171897,26,20106,9,0.05,7228,181.83771444382955,712.1943829551743,14.574847814056447,1345.0021621621622,60.0,70,70,46129.5,146,,25,1,0,64.58511548331907,17.664670658682635,17.75021385799829,1.2918662011679924,phase2_mixed_moderate,44
105,-2.45998211511371,0.005880007797923799,26,20340,9,0.05,5561,81.2154288796979,465.2427620931487,4.1503326739795,251.67032967032966,60.0,70,70,5355.25,147,,26,0,0,64.98942917547569,17.463002114164905,17.547568710359407,1.2842666611408482,phase2_mixed_moderate,45
106,-9.007734655593858,0.0029687816568184644,24,20556,9,0.05,6631,166.85552706982355,622.7436284120042,10.541698084753431,1049.9725806451613,120.0,130,130,82431.5,148,,19,4,1,65.10460251046025,17.447698744769873,17.447698744769873,1.2820843702106361,phase2_mixed_moderate,46
107,-4.700452431074498,0.0036944606399629265,24,20772,9,0.05,6513,132.84323660371564,555.5186549976969,7.477352986335022,720.3483333333334,60.0,70,70,25230.5,149,,21,2,1,65.3416149068323,17.34989648033126,17.308488612836438,1.2775635796564377,phase2_mixed_moderate,47
108,-1.7901352610263235,0.0027625988721131133,26,21006,9,0.05,5085,79.00983284169125,458.2411012782694,4.136086529006883,235.54395604395606,60.0,70,70,6496.5,150,,26,0,0,65.72481572481573,17.15806715806716,17.117117117117118,1.2701792081424603,phase2_mixed_moderate,48
109,-5.003495647059947,0.0039715857665914185,26,21240,9,0.05,6971,152.87404963419883,601.3521732893415,9.72184765456893,924.6702702702703,60.0,70,70,32310.0,151,,25,1,0,66.05913325232888,17.01093560145808,16.929931146213043,1.2636589889286611,phase2_mixed_moderate,49
110,-7.695079712961561,0.007084828389521975,26,21474,9,0.05,6868,185.9729178800233,702.351776354106,14.320762958648807,1266.40989010989,60.0,70,70,42672.5,152,,26,0,0,66.42628205128204,16.826923076923077,16.746794871794872,1.2564167453327872,phase2_mixed_moderate,50
111,-7.552767893011623,0.005298258232263227,24,21690,9,0.05,6861,178.83559247923043,694.5452557936161,14.613321673225478,1355.348888888889,120.0,130,130,110734.5,153,,22,0,2,66.64022213407378,16.660055533518445,16.699722332407774,1.2521574908356083,phase2_mixed_moderate,51
112,-7.186328703208778,0.005453841868214882,26,21924,9,0.05,6798,152.5856134157105,605.0464842600765,9.667255075022066,905.5478021978022,60.0,70,70,31849.5,154,,26,0,0,66.99372056514915,16.483516483516482,16.52276295133438,1.245052974313179,phase2_mixed_moderate,52
113,-5.467268284548656,0.0028747965653355303,26,22158,9,0.05,6793,166.2515825114088,624.1445605770647,10.70366553805388,963.5481081081081,60.0,70,70,31265.75,155,,25,1,0,67.3009708737864,16.349514563106794,16.349514563106794,1.2388120603418347,phase2_mixed_moderate,53
114,-3.953966529097281,0.00319065366871655,25,22383,9,0.05,6768,133.75546690307328,558.2622635933806,7.474586288416075,728.0320652173913,60.0,70,70,25870.75,156,,23,1,1,67.55094194540561,16.224529027297194,16.224529027297194,1.2336886933180082,phase2_mixed_moderate,54
115,-5.37819088184413,0.0033920732720826683,26,22617,9,0.05,6721,156.7186430590686,603.1712542776372,9.366909686058623,936.0324175824176,60.0,70,70,31544.5,157,,26,0,0,67.88432267884322,16.057838660578387,16.057838660578387,1.226791745738354,phase2_mixed_moderate,55
116,-5.238128881340308,0.0029383957645712565,26,22851,9,0.05,6817,167.38037259791696,629.886607011882,11.086108258764853,951.6583783783784,60.0,70,70,33872.5,158,,25,1,0,68.17325800376648,15.932203389830507,15.894538606403014,1.220754479073475,phase2_mixed_moderate,56
117,-5.768550739652557,0.0027958803484216333,25,23076,9,0.05,6990,180.75350500715308,688.613590844063,13.414878397711016,1340.7270718232044,60.0,70,70,48571.5,159,,24,0,1,68.44461022006713,15.777694889966432,15.777694889966432,1.2150346916643655,phase2_mixed_moderate,57
118,-4.633261895278741,0.004783498132989432,24,23292,9,0.05,6515,128.77728319263238,539.264313123561,6.499309286262471,710.6744444444445,60.0,70,70,24692.5,160,,21,2,1,68.62527716186253,15.705838876570583,15.668883961566888,1.211198654464148,phase2_mixed_moderate,58
119,-3.5158431028405115,0.003337669428079747,26,23526,9,0.05,5879,96.65334240517095,487.2707943527811,5.051879571355673,350.35297297297296,60.0,70,70,9580.25,161,,25,1,0,68.89864617636297,15.587266739846322,15.514087083790706,1.2053522480432963,phase2_mixed_moderate,59
120,-5.506597825404068,0.0030527264148426745,26,23760,9,0.05,6817,155.96523397388881,602.3057063224293,9.774974328883673,929.8097297297297,60.0,70,70,33218.75,162,,25,1,0,69.16666666666667,15.471014492753623,15.36231884057971,1.1995707704529002,phase2_mixed_moderate,60
121,-3.3445607892594404,0.003323436016216874,25,23985,9,0.05,5636,95.87828246983676,483.8232789212207,4.466820440028389,346.50220994475137,60.0,70,70,9883.5,163,,24,0,1,69.41852117731516,15.326633165829145,15.254845656855705,1.1940967052890445,phase2_mixed_moderate,61
122,-5.423108569129873,0.0031917464826256036,25,24210,9,0.05,6816,154.37103873239437,605.2285798122066,9.967136150234742,980.5176795580111,60.0,70,70,33178.75,164,,24,0,1,69.66571834992888,15.184921763869133,15.14935988620199,1.188681345418069,phase2_mixed_moderate,62
123,-2.07612236846812,0.002820064931606444,26,24444,9,0.05,5584,82.82664756446991,468.1882163323782,4.154548710601719,286.9432432432432,60.0,70,70,7798.75,165,,25,1,0,69.91898555829518,15.075730891158859,15.005283550545967,1.183087914606363,phase2_mixed_moderate,63
124,-2.9477079874304506,0.005723439492285252,25,24669,9,0.05,5788,91.96803731859019,481.294402211472,4.450414651002073,331.8483695652174,90.0,100,100,13500.0,166,,22,3,0,70.05235602094241,15.078534031413612,14.86910994764398,1.1801158368430114,phase2_mixed_moderate,64
125,-5.599899759417574,0.005244490865152329,24,24885,9,0.05,6625,146.41222641509435,574.4715471698113,7.990792452830188,901.4494444444445,60.0,70,70,33088.25,167,,22,0,2,70.24221453287197,14.948096885813147,14.809688581314878,1.1758831145432098,phase2_mixed_moderate,65
126,-4.972565316047623,0.004965073587372899,25,25110,9,0.05,6410,165.31123244929796,613.7396255850234,9.831669266770671,1045.254143646409,60.0,70,70,39449.0,168,,23,2,0,70.43895747599451,14.883401920438958,14.67764060356653,1.1714588373591157,phase2_mixed_moderate,66
127,-7.457002077852922,0.005759105160832405,25,25335,9,0.05,6634,195.42839915586373,710.956888754899,14.350618028338861,1524.9563535911602,90.0,100,100,82218.5,169,,23,2,0,70.59823249490142,14.853840924541128,14.547926580557444,1.1678494600088118,phase2_mixed_moderate,67
128,-8.331110821403975,0.0051729225367307665,25,25560,9,0.05,6863,159.56549613871485,613.728981494973,9.850356986740492,998.0380434782609,60.0,70,70,35569.0,170,,23,1,1,70.78840970350404,14.757412398921833,14.454177897574125,1.1635320319938867,phase2_mixed_moderate,68
129,-4.542994339561199,0.0035038903914391996,25,25785,9,0.05,6363,153.6107182146786,580.3199748546283,8.327675624705329,844.2054347826087,90.0,100,100,43499.75,171,,23,1,1,70.94188376753507,14.696058784235136,14.362057448229793,1.1600242578345221,phase2_mixed_moderate,69
130,-4.135158084131034,0.002972889980301261,25,26010,9,0.05,6148,166.07498373454783,622.9806441119063,10.468119713728042,901.0900552486188,60.0,70,70,34994.75,172,,24,0,1,71.15894039735099,14.56953642384106,14.271523178807946,1.1550476310268258,phase2_mixed_moderate,70
131,-4.860116050260874,0.0027992593916133044,25,26235,9,0.05,6760,133.03150887573963,570.1523668639053,8.351627218934912,801.3237569060774,60.0,70,70,28173.0,173,,24,0,1,71.37229152987524,14.445173998686803,14.182534471437952,1.1501231325625259,phase2_mixed_moderate,71
132,-5.297479188493399,0.0025954620661930395,26,26469,9,0.05,6461,158.47639684259403,605.2053861631326,9.719548057576226,965.1714285714286,60.0,70,70,31324.25,174,,26,0,0,71.623820370973,14.318255776114547,14.057923852912463,1.1442705924075454,phase2_mixed_moderate,72
133,-1.9122454975961931,0.002874811561778188,25,26694,9,0.05,5548,67.01766402307138,446.24369142033163,3.578226387887527,195.81546961325967,60.0,70,70,4377.75,175,,24,0,1,71.8296224588577,14.198128428525331,13.972249112616975,1.1394526604669115,phase2_mixed_moderate,73
134,-5.877013393073785,0.0027414511423557997,25,26919,9,0.05,6452,150.1157780533168,581.5556416615003,8.521078735275884,889.6635359116023,60.0,70,70,30977.5,176,,24,0,1,72.032,14.08,13.888,1.134684913654393,phase2_mixed_moderate,74
135,-1.89540636869673,0.003927229706627818,26,27153,9,0.05,5334,79.79490063742033,465.8095238095238,4.317960254968129,245.99945945945947,60.0,70,70,6045.0,177,,25,1,0,72.23984771573603,13.991116751269036,13.769035532994925,1.1297508043437938,phase2_mixed_moderate,75
136,-7.669564783051309,0.007620768532013664,26,27387,9,0.05,6962,144.44240160873312,577.2433208848032,8.428181557023844,890.48,60.0,70,70,31569.25,178,,25,1,0,72.44416483170808,13.903743315508022,13.652091852783894,1.1248697067552016,phase2_mixed_moderate,76
137,-1.5919480921025748,0.004289184774582584,24,27603,9,0.05,5561,69.62542708146017,443.332134508182,3.467361985254451,209.08333333333334,60.0,70,70,5264.25,179,,20,2,2,72.53433208489388,13.857677902621724,13.607990012484395,1.1227079057001235,phase2_mixed_moderate,77
138,-5.7213324965431624,0.0038069503474980593,25,27828,9,0.05,6935,152.01023792357606,603.9945205479452,9.592213410237923,967.7521739130435,60.0,70,70,33843.25,180,,23,1,1,72.69349845201238,13.777089783281735,13.529411764705882,1.1188772506342013,phase2_mixed_moderate,78
139,-2.5130825432923323,0.003974286082666367,24,28044,9,0.05,6055,99.31709331131296,489.867382328654,4.827250206440958,351.14569892473116,60.0,70,70,8274.25,181,,20,2,2,72.78033794162826,13.732718894009215,13.486943164362518,1.1167796316993657,phase2_mixed_moderate,79
140,-4.11724563596842,0.0035656744614243506,25,28269,9,0.05,6706,127.55055174470624,549.2016104980614,7.603936773039069,685.9690607734807,120.0,130,130,54087.5,182,,24,0,1,72.93508076805851,13.623895153916488,13.441024078024993,1.1130349238456256,phase2_mixed_moderate,80
141,-5.4360030706305515,0.0036800846439571334,26,28503,9,0.05,7256,174.53445424476294,689.396223814774,13.697216097023153,1324.0574468085106,120.0,130,130,110027.25,183,,25,0,1,73.09552599758162,13.512696493349456,13.391777509068925,1.1091313759357253,phase3_mixed_hard,1
142,-4.106293901751488,0.0036328041832894087,25,28728,9,0.05,6569,132.73298827827676,558.5664484700868,7.664941391383772,740.4160220994476,60.0,70,70,24627.75,184,,24,0,1,73.27534493101379,13.407318536292742,13.31733653269346,1.1047301684269395,phase3_mixed_hard,2
143,-6.209956142773275,0.0037650287939378847,26,28962,9,0.05,7052,175.85663641520136,688.2950935904707,13.687039137833239,1326.004945054945,60.0,70,70,48166.25,185,,26,0,0,73.49003272835466,13.29961321035406,13.210354061291282,1.0994422573840716,phase3_mixed_hard,3
144,-5.594297817310209,0.0033823246136307716,25,29187,9,0.05,6799,149.76158258567438,595.4421238417415,8.958376231798795,955.8563535911602,60.0,70,70,35347.0,186,,24,0,1,73.66400944788899,13.197519929140833,13.13847062297018,1.0951332589360523,phase3_mixed_hard,4
145,-5.535643187430319,0.0036500202348599066,26,29421,9,0.05,7126,183.88296379455514,699.122088127982,14.101178781925343,1364.7605405405404,60.0,70,70,49376.75,187,,25,1,0,73.84299941417692,13.122437024018746,13.034563561804335,1.0906741796729904,phase3_mixed_hard,5
146,-5.856293539677313,0.003503340994939208,26,29655,9,0.05,7058,173.13828279965995,673.7082742986681,12.996316236894303,1282.9653846153847,60.0,70,70,48754.0,188,,26,0,0,74.04824179017727,13.019471083987213,12.932287125835511,1.0855329937332663,phase3_mixed_hard,6
147,-6.2631635832228785,0.0034045207475383696,26,29889,9,0.05,7167,184.03920747872192,695.2328728896331,13.933584484442584,1381.8113513513513,60.0,70,70,49041.75,189,,25,1,0,74.22145328719724,12.946943483275664,12.831603229527106,1.0811679359370066,phase3_mixed_hard,7
148,-4.851367266482936,0.003529560358191912,26,30123,9,0.05,7002,187.6873750357041,715.295344187375,14.69265924021708,1422.5060439560439,60.0,70,70,54621.5,190,,26,0,0,74.4206008583691,12.846924177396279,12.732474964234623,1.0761231860598177,phase3_mixed_hard,8
149,-6.123476408360763,0.003478586981073022,25,30348,9,0.05,6831,144.06133801785975,588.9307568438003,8.892402283706632,896.521546961326,60.0,70,70,32033.0,191,,24,0,1,74.58108491905708,12.752059074126668,12.666856006816246,1.072037596808331,phase3_mixed_hard,9
150,-5.4582767304730835,0.00344779695240924,26,30582,9,0.05,6873,178.3836752509821,685.7592026771424,13.643823657791357,1277.6631868131867,60.0,70,70,50911.5,192,,26,0,0,74.77452085682074,12.655016910935737,12.570462232243518,1.0670851108596995,phase3_mixed_hard,10
151,-6.176136287057943,0.0036344317755160425,26,30816,9,0.05,7162,169.31653169505725,664.6139346551242,12.547193521362749,1184.8935135135134,60.0,70,70,44304.5,193,,25,1,0,74.93706293706293,12.587412587412588,12.475524475524475,1.0628998977408468,phase3_mixed_hard,11
152,-6.280936243166283,0.0035856904089450834,25,31041,9,0.05,7127,172.91398905570367,666.9573453065806,12.365371123895047,1239.6847826086957,60.0,70,70,43842.5,194,,22,3,0,75.03471257983894,12.579838933629548,12.38544848653152,1.0603694350918633,phase3_mixed_hard,12
153,-3.723871037781163,0.0036479240068449425,26,31275,9,0.05,6555,127.39298245614034,548.1606407322654,7.454309687261632,657.5,60.0,70,70,22847.5,195,,26,0,0,75.2205071664829,12.486218302094818,12.293274531422272,1.0555485164809673,phase3_mixed_hard,13
154,-5.135263849461535,0.0035878043757596365,24,31491,9,0.05,6881,180.13064961488155,693.2299084435402,13.380613282953059,1381.9792349726777,60.0,70,70,60030.0,196,,21,1,2,75.30796605529702,12.42814125376403,12.263892690938954,1.0532728476678552,phase3_mixed_hard,14
155,-6.552312225545696,0.003419954009586945,24,31707,9,0.05,7013,182.1616997005561,673.3440752887494,11.985312990161129,1378.75956284153,60.0,70,70,51026.5,197,,21,1,2,75.39423599782491,12.370853724850463,12.234910277324634,1.0510218486712368,phase3_mixed_hard,15
156,-5.780236137751572,0.0035021169326053215,26,31941,9,0.05,6852,182.82895504962056,707.2644483362521,14.431115002918856,1355.746153846154,60.0,70,70,49225.0,198,,26,0,0,75.5735492577598,12.280701754385964,12.145748987854251,1.0463195023234677,phase3_mixed_hard,16
157,-1.7125339760446436,0.003547654312569648,24,32157,9,0.05,5583,74.56421278882321,455.2849722371485,3.8968296614723266,244.40055555555554,60.0,70,70,6393.0,199,,20,4,0,75.63002680965147,12.30563002680965,12.064343163538874,1.044821358768203,phase3_mixed_hard,17
158,-5.479113131177337,0.003602096882577126,26,32391,9,0.05,6966,174.46569049669824,669.7836635084697,12.601492965834051,1312.265934065934,60.0,70,70,49963.5,200,,26,0,0,75.80516369443706,12.217194570135746,11.977641735427202,1.0401966077040798,phase3_mixed_hard,18
159,-2.696155987176368,0.0031758273342767586,26,32625,9,0.05,6051,95.2829284415799,482.3220955214014,4.663857213683689,344.5097297297297,60.0,70,70,9743.5,201,,25,1,0,75.95137420718817,12.156448202959831,11.89217758985201,1.0363132836986806,phase3_mixed_hard,19
160,-3.751733646881609,0.003364321730959301,26,32859,9,0.05,6530,134.85895865237367,559.1358346094946,7.914701378254211,686.6318681318681,60.0,70,70,24557.5,202,,26,0,0,76.12175282078195,12.0703227499344,11.807924429283654,1.0317713746708745,phase3_mixed_hard,20
161,-5.592785053478952,0.0032548775244504212,25,33084,9,0.05,6857,169.5570949394779,650.3090272714015,11.695785328861017,1230.4259668508287,60.0,70,70,44537.5,203,,24,0,1,76.2574928329424,11.988532707844671,11.753974459212927,1.0281403339572883,phase3_mixed_hard,21
162,-4.9208157695588115,0.0034141303666938958,26,33318,9,0.05,6849,145.293473499781,584.2798948751642,8.693385895751204,854.3824175824176,60.0,70,70,29809.75,204,,26,0,0,76.42339544513457,11.904761904761903,11.67184265010352,1.0236776252666333,phase3_mixed_hard,22
163,-5.61466048105878,0.0031926700164778875,26,33552,9,0.05,7008,182.29266552511416,698.6822203196347,13.726883561643836,1330.6902702702703,60.0,70,70,52874.0,205,,25,1,0,76.56129529683886,11.847854022102288,11.590850681058853,1.0199475847360395,phase3_mixed_hard,23
164,-6.148485922263881,0.0037032534242965854,26,33786,9,0.05,7097,176.08200648161196,701.4470903198535,13.806397069184163,1317.3214285714287,60.0,70,70,47067.5,206,,26,0,0,76.72281776416538,11.766207248596222,11.510974987238388,1.0155636406293294,phase3_mixed_hard,24
165,-1.8590203156740128,0.0035644422034518076,26,34020,9,0.05,5757,80.76063922181692,465.22407503908283,4.064616988014591,276.10604395604395,60.0,70,70,6675.75,207,,26,0,0,76.88212927756653,11.685678073510774,11.432192648922687,1.0112190601035556,phase3_mixed_hard,25
166,-5.954612338651228,0.003284995497849125,26,34254,9,0.05,6956,184.6188901667625,695.8487636572743,14.246549741230591,1284.4291208791208,60.0,70,70,45136.0,208,,26,0,0,77.0392749244713,11.60624370594159,11.35448136958711,1.0069133620548227,phase3_mixed_hard,26
167,-6.4807992732898025,0.0032370415962456414,24,34470,9,0.05,7027,192.15155827522415,703.8770456809449,14.082538778995303,1434.9819672131148,60.0,70,70,51056.75,209,,21,1,2,77.10783087315487,11.558669001751314,11.33350012509382,1.0050325428260682,phase3_mixed_hard,27
168,-5.314981913805289,0.0033806295320391653,25,34695,9,0.05,6466,186.1313021961027,679.199659758738,13.155428394679864,1337.7740331491714,60.0,70,70,51205.0,210,,23,2,0,77.20606512552821,11.53368133233905,11.260253542132737,1.002317482042211,phase3_mixed_hard,28
169,-7.3432697499662885,0.0033692416176199914,25,34920,9,0.05,7114,167.08883890919313,664.0569299971886,11.839752600506044,1171.174585635359,60.0,70,70,41032.5,211,,24,0,1,77.32773524326994,11.459619659175106,11.212645097554951,0.9989574862621715,phase3_mixed_hard,29
170,-6.320612251076942,0.0032889148883091714,26,35154,9,0.05,7039,183.92612587015202,694.2368234124166,13.815598806648671,1367.8978378378379,60.0,70,70,52865.0,212,,25,1,0,77.45338567222767,11.408243375858685,11.138370951913641,0.9954664980718426,phase3_mixed_hard,30
171,-5.607948956169857,0.0036903914995491506,25,35379,9,0.05,6872,187.10622817229336,696.6463911525029,13.261350407450523,1331.0396739130435,60.0,70,70,48220.5,213,,23,1,1,77.54753778644564,11.3603120429059,11.092150170648464,0.9928452088725278,phase3_mixed_hard,31
172,-5.378191382089686,0.0037327547862122837,26,35613,9,0.05,7069,146.36964209930684,593.3601640967605,9.14245296364408,924.9459459459459,60.0,70,70,34123.0,214,,25,1,0,77.6701380479535,11.310244611286025,11.019617340760474,0.989416441759144,phase3_mixed_hard,32
173,-6.026683239240667,0.0032524853998508593,26,35847,9,0.05,6805,186.71858927259368,721.4578986039677,14.995150624540779,1490.9,60.0,70,70,54973.75,215,,26,0,0,77.81520692974013,11.236766121270453,10.948026948989414,0.9853482657130688,phase3_mixed_hard,33
174,-2.3901698848904203,0.0036549128126353025,25,36072,9,0.05,5877,91.00765696784073,477.271056661562,4.7575293517100565,336.16519337016575,60.0,70,70,10031.75,216,,23,2,0,77.90530846484936,11.214729794356767,10.879961740793878,0.9828031026751831,phase3_mixed_hard,34
175,-4.570158915002868,0.0035330305377451274,26,36306,9,0.05,6499,148.26881058624403,587.4883828281274,9.112017233420525,833.487912087912,60.0,70,70,27593.25,217,,26,0,0,78.04704205274412,11.14278926110715,10.810168686148728,0.9788008224717974,phase3_mixed_hard,35
176,-5.58962630443053,0.0034386169684764286,26,36540,9,0.05,6814,185.01702377458173,705.9605224537717,14.138978573525096,1436.4543956043956,60.0,70,70,53504.5,218,,26,0,0,78.18696883852692,11.071765816808309,10.741265344664779,0.9748329701982776,phase3_mixed_hard,36
177,-5.570955141905001,0.0033791423954356173,26,36774,9,0.05,6647,194.61215585978638,719.5342259666015,15.139310967353694,1437.003846153846,60.0,70,70,51462.0,219,,26,0,0,78.32512315270937,11.001642036124796,10.673234811165845,0.970899130349437,phase3_mixed_hard,37
178,-5.966062604782589,0.003587249016466861,24,36990,9,0.05,6590,191.1195751138088,706.6828528072838,13.807132018209408,1412.6061111111112,60.0,70,70,51135.5,220,,22,0,2,78.40485074626866,10.9375,10.657649253731345,0.9686311727144785,phase3_mixed_hard,38
179,-5.955274242394092,0.003269497099189231,26,37224,9,0.05,7000,187.7187142857143,715.9081428571428,14.784714285714285,1455.7443243243242,60.0,70,70,56311.5,221,,25,1,0,78.51680185399769,10.89223638470452,10.590961761297798,0.9654194440745267,phase3_mixed_hard,39
180,-5.735412079982223,0.0034093757905066012,25,37449,9,0.05,6812,190.0180563711098,698.2615971814445,13.751908396946565,1449.6059782608695,60.0,70,70,56596.5,222,,23,1,1,78.59940105966368,10.850034554250172,10.550564386086156,0.9630463455449731,phase3_mixed_hard,40
181,-3.9863797323158123,0.0032920508459210397,25,37674,9,0.05,6609,139.2900590104403,566.3906793766076,8.065668028446058,757.9309782608696,60.0,70,70,26047.25,223,,23,1,1,78.6810167162812,10.808335241584611,10.510648042134187,0.9606957568479244,phase3_mixed_hard,41
182,-5.270973673196503,0.0033500825251954105,26,37908,9,0.05,6798,191.43409826419534,706.196675492792,14.20388349514563,1457.301081081081,60.0,70,70,56640.5,224,,25,1,0,78.78925807919892,10.764679107874374,10.446062812926717,0.9575646244633824,phase3_mixed_hard,42
183,-3.9934350441445066,0.003503250558144198,26,38142,9,0.05,6388,136.67329367564182,564.4669693174702,7.9427050720100185,675.434065934066,60.0,70,70,19486.25,225,,26,0,0,78.9187966523411,10.698936892105857,10.382266455553042,0.9538097664789148,phase3_mixed_hard,43
184,-6.197017607167403,0.003555506682739808,26,38376,9,0.05,7100,187.59197183098593,702.367323943662,14.16507042253521,1322.8031914893618,120.0,130,130,101495.25,226,,25,0,1,79.00179856115108,10.633992805755396,10.364208633093524,0.9514053702008248,phase3_mixed_hard,44
185,-6.435962103657028,0.00338038880055627,26,38610,9,0.05,7080,191.3180790960452,712.4744350282485,14.605508474576272,1536.138829787234,90.0,100,100,93168.5,227,,24,2,0,79.06145251396649,10.636871508379889,10.30167597765363,0.94965322023868,phase3_mixed_hard,45
186,-6.4995583770528444,0.003553550127738466,24,38826,9,0.05,6747,187.55357936860827,697.1784496813399,13.090262338817253,1443.8459016393442,60.0,70,70,55666.5,228,,21,1,2,79.11111111111111,10.6,10.28888888888889,0.9482089803258429,phase3_mixed_hard,46
187,-4.849568556502331,0.0035958099716271344,26,39060,9,0.05,6866,186.16705505388873,710.8093504223712,14.616224876201573,1332.9565934065934,60.0,70,70,49153.0,229,,26,0,0,79.2356969295339,10.536779324055665,10.227523746410426,0.9445630625485333,phase3_mixed_hard,47
188,-5.094466097455202,0.0037041548639535904,25,39285,9,0.05,6524,197.18730839975476,700.3787553648069,13.225628448804414,1427.2132596685083,60.0,70,70,55284.75,230,,24,0,1,79.33230836810894,10.47660882934329,10.191082802547772,0.9417310457291305,phase3_mixed_hard,48
189,-5.251256766734327,0.0037872149888426064,25,39510,9,0.05,6862,146.59385018944914,591.7468668026814,9.285631011366949,896.8508287292817,60.0,70,70,31304.25,231,,24,0,1,79.42782266870496,10.417121642279973,10.155055689015068,0.9389227723139566,phase3_mixed_hard,49
190,-1.7308438383981375,0.0033054664784755846,26,39744,9,0.05,5534,77.43910372244308,458.76310083122513,4.283881460065053,262.90864864864864,60.0,70,70,7619.5,232,,25,1,0,79.52670429874077,10.377768128528007,10.095527572731221,0.9359984953688099,phase3_mixed_hard,50
191,-5.3689010850568115,0.0038150741699306914,24,39960,9,0.05,6662,194.08901230861602,706.7152506754728,13.963224256979887,1449.0383333333334,60.0,70,70,53585.5,233,,21,2,1,79.57244655581948,10.36493198013388,10.062621464046643,0.9346404449694576,phase3_mixed_hard,51
192,-5.513703618643481,0.003511130684413589,26,40194,9,0.05,6999,143.87341048721245,590.067438205458,9.324474924989284,890.42,60.0,70,70,33072.5,234,,25,1,0,79.66938600257622,10.326320309145556,10.00429368827823,0.9317606414874219,phase3_mixed_hard,52
193,-5.263719336556512,0.003803789812641648,26,40428,9,0.05,6677,190.94997753482102,714.7732514602367,15.098996555339225,1355.575135135135,60.0,70,70,50332.5,235,,25,1,0,79.76520811099252,10.288153681963715,9.946638207043756,0.9289054900981868,phase3_mixed_hard,53
194,-5.003587199890029,0.0035262721683830024,25,40653,9,0.05,6833,176.0361481047856,670.6168593589931,12.593297234011414,1346.3298342541436,60.0,70,70,52194.0,236,,23,2,0,79.83443005731267,10.273827212905964,9.891742729781363,0.9268306344661825,phase3_mixed_hard,54
195,-5.33652183021296,0.0033719146251678465,25,40878,9,0.05,6729,184.33675137464704,678.256055877545,13.141179967305693,1274.6777173913044,60.0,70,70,49098.5,237,,23,1,1,79.90289212581803,10.238547603968756,9.858560270213216,0.9247852555743843,phase3_mixed_hard,55
196,-5.354360247520886,0.0034447889058635784,26,41112,9,0.05,6971,189.35073877492468,707.8367522593602,14.687275857122364,1429.8805405405406,60.0,70,70,55019.75,238,,25,1,0,79.99580184718724,10.201511335012595,9.802686817800168,0.9219966706382545,phase3_mixed_hard,56
197,-6.050664737621852,0.003318408075720072,25,41337,9,0.05,7035,168.79331911869227,652.7321961620469,11.704051172707889,1226.1270718232045,60.0,70,70,42593.0,239,,24,0,1,80.08350730688936,10.146137787056366,9.77035490605428,0.9193685801293896,phase3_mixed_hard,57
198,-4.468518061152409,0.003687284970656037,25,41562,9,0.05,6784,147.26385613207546,592.9582841981132,9.3828125,890.1038674033149,60.0,70,70,30546.25,240,,24,0,1,80.1702657807309,10.091362126245846,9.738372093023257,0.9167616944763476,phase3_mixed_hard,58
199,-2.247847545079377,0.0036158550065010786,24,41778,9,0.05,5232,105.14220183486239,497.0460626911315,5.2182721712538225,359.12111111111113,60.0,70,70,10164.5,241,,21,2,1,80.21070026853955,10.080561867382771,9.70873786407767,0.9155366207123623,phase3_mixed_hard,59
200,-5.679091877813752,0.00361171244786909,26,42012,9,0.05,6899,181.45499347731555,688.7602551094361,13.398173648354835,1312.421978021978,60.0,70,70,49683.0,242,,26,0,0,80.32046014790468,10.024650780608052,9.654889071487263,0.9122176856435615,phase3_mixed_hard,60
